observation_time,hour,minute
02:00:00,2,0
02:01:00,2,1
02:02:00,2,2
02:03:00,2,3
02:04:00,2,4
02:05:00,2,5
02:06:00,2,6
02:07:00,2,7
02:08:00,2,8
02:09:00,2,9
02:10:00,2,10
02:11:00,2,11
02:12:00,2,12
02:13:00,2,13
02:14:00,2,14
02:15:00,2,15
02:16:00,2,16
02:17:00,2,17
02:18:00,2,18
02:19:00,2,19
02:20:00,2,20
02:21:00,2,21
02:22:00,2,22
02:23:00,2,23
02:24:00,2,24
02:25:00,2,25
02:26:00,2,26
02:27:00,2,27
02:28:00,2,28
02:29:00,2,29
02:30:00,2,30
02:31:00,2,31
02:32:00,2,32
02:33:00,2,33
02:34:00,2,34
02:35:00,2,35
02:36:00,2,36
02:37:00,2,37
02:38:00,2,38
02:39:00,2,39
02:40:00,2,40
02:41:00,2,41
02:42:00,2,42
02:43:00,2,43
02:44:00,2,44
02:45:00,2,45
02:46:00,2,46
02:47:00,2,47
02:48:00,2,48
02:49:00,2,49
02:50:00,2,50
02:51:00,2,51
02:52:00,2,52
02:53:00,2,53
02:54:00,2,54
02:55:00,2,55
02:56:00,2,56
02:57:00,2,57
02:58:00,2,58
02:59:00,2,59
03:00:00,3,0
03:01:00,3,1
03:02:00,3,2
03:03:00,3,3
03:04:00,3,4
03:05:00,3,5
03:06:00,3,6
03:07:00,3,7
03:08:00,3,8
03:09:00,3,9
03:10:00,3,10
03:11:00,3,11
03:12:00,3,12
03:13:00,3,13
03:14:00,3,14
03:15:00,3,15
03:16:00,3,16
03:17:00,3,17
03:18:00,3,18
03:19:00,3,19
03:20:00,3,20
03:21:00,3,21
03:22:00,3,22
03:23:00,3,23
03:24:00,3,24
03:25:00,3,25
03:26:00,3,26
03:27:00,3,27
03:28:00,3,28
03:29:00,3,29
03:30:00,3,30
03:31:00,3,31
03:32:00,3,32
03:33:00,3,33
03:34:00,3,34
03:35:00,3,35
03:36:00,3,36
03:37:00,3,37
03:38:00,3,38
03:39:00,3,39
03:40:00,3,40
03:41:00,3,41
03:42:00,3,42
03:43:00,3,43
03:44:00,3,44
03:45:00,3,45
03:46:00,3,46
03:47:00,3,47
03:48:00,3,48
03:49:00,3,49
03:50:00,3,50
03:51:00,3,51
03:52:00,3,52
03:53:00,3,53
03:54:00,3,54
03:55:00,3,55
03:56:00,3,56
03:57:00,3,57
03:58:00,3,58
03:59:00,3,59
04:00:00,4,0
04:01:00,4,1
04:02:00,4,2
04:03:00,4,3
04:04:00,4,4
04:05:00,4,5
04:06:00,4,6
04:07:00,4,7
04:08:00,4,8
04:09:00,4,9
04:10:00,4,10
04:11:00,4,11
04:12:00,4,12
04:13:00,4,13
04:14:00,4,14
04:15:00,4,15
04:16:00,4,16
04:17:00,4,17
04:18:00,4,18
04:19:00,4,19
04:20:00,4,20
04:21:00,4,21
04:22:00,4,22
04:23:00,4,23
04:24:00,4,24
04:25:00,4,25
04:26:00,4,26
04:27:00,4,27
04:28:00,4,28
04:29:00,4,29
04:30:00,4,30
04:31:00,4,31
04:32:00,4,32
04:33:00,4,33
04:34:00,4,34
04:35:00,4,35
04:36:00,4,36
04:37:00,4,37
04:38:00,4,38
04:39:00,4,39
04:40:00,4,40
04:41:00,4,41
04:42:00,4,42
04:43:00,4,43
04:44:00,4,44
04:45:00,4,45
04:46:00,4,46
04:47:00,4,47
04:48:00,4,48
04:49:00,4,49
04:50:00,4,50
04:51:00,4,51
04:52:00,4,52
04:53:00,4,53
04:54:00,4,54
04:55:00,4,55
04:56:00,4,56
04:57:00,4,57
04:58:00,4,58
04:59:00,4,59
05:00:00,5,0
05:01:00,5,1
05:02:00,5,2
05:03:00,5,3
05:04:00,5,4
05:05:00,5,5
05:06:00,5,6
05:07:00,5,7
05:08:00,5,8
05:09:00,5,9
05:10:00,5,10
05:11:00,5,11
05:12:00,5,12
05:13:00,5,13
05:14:00,5,14
05:15:00,5,15
05:16:00,5,16
05:17:00,5,17
05:18:00,5,18
05:19:00,5,19
05:20:00,5,20
05:21:00,5,21
05:22:00,5,22
05:23:00,5,23
05:24:00,5,24
05:25:00,5,25
05:26:00,5,26
05:27:00,5,27
05:28:00,5,28
05:29:00,5,29
05:30:00,5,30
05:31:00,5,31
05:32:00,5,32
05:33:00,5,33
05:34:00,5,34
05:35:00,5,35
05:36:00,5,36
05:37:00,5,37
05:38:00,5,38
05:39:00,5,39
05:40:00,5,40
05:41:00,5,41
05:42:00,5,42
05:43:00,5,43
05:44:00,5,44
05:45:00,5,45
05:46:00,5,46
05:47:00,5,47
05:48:00,5,48
05:49:00,5,49
05:50:00,5,50
05:51:00,5,51
05:52:00,5,52
05:53:00,5,53
05:54:00,5,54
05:55:00,5,55
05:56:00,5,56
05:57:00,5,57
05:58:00,5,58
05:59:00,5,59
06:00:00,6,0
06:01:00,6,1
06:02:00,6,2
06:03:00,6,3
06:04:00,6,4
06:05:00,6,5
06:06:00,6,6
06:07:00,6,7
06:08:00,6,8
06:09:00,6,9
06:10:00,6,10
06:11:00,6,11
06:12:00,6,12
06:13:00,6,13
06:14:00,6,14
06:15:00,6,15
06:16:00,6,16
06:17:00,6,17
06:18:00,6,18
06:19:00,6,19
06:20:00,6,20
06:21:00,6,21
06:22:00,6,22
06:23:00,6,23
06:24:00,6,24
06:25:00,6,25
06:26:00,6,26
06:27:00,6,27
06:28:00,6,28
06:29:00,6,29
06:30:00,6,30
06:31:00,6,31
06:32:00,6,32
06:33:00,6,33
06:34:00,6,34
06:35:00,6,35
06:36:00,6,36
06:37:00,6,37
06:38:00,6,38
06:39:00,6,39
06:40:00,6,40
06:41:00,6,41
06:42:00,6,42
06:43:00,6,43
06:44:00,6,44
06:45:00,6,45
06:46:00,6,46
06:47:00,6,47
06:48:00,6,48
06:49:00,6,49
06:50:00,6,50
06:51:00,6,51
06:52:00,6,52
06:53:00,6,53
06:54:00,6,54
06:55:00,6,55
06:56:00,6,56
06:57:00,6,57
06:58:00,6,58
06:59:00,6,59
07:00:00,7,0
07:01:00,7,1
07:02:00,7,2
07:03:00,7,3
07:04:00,7,4
07:05:00,7,5
07:06:00,7,6
07:07:00,7,7
07:08:00,7,8
07:09:00,7,9
07:10:00,7,10
07:11:00,7,11
07:12:00,7,12
07:13:00,7,13
07:14:00,7,14
07:15:00,7,15
07:16:00,7,16
07:17:00,7,17
07:18:00,7,18
07:19:00,7,19
07:20:00,7,20
07:21:00,7,21
07:22:00,7,22
07:23:00,7,23
07:24:00,7,24
07:25:00,7,25
07:26:00,7,26
07:27:00,7,27
07:28:00,7,28
07:29:00,7,29
07:30:00,7,30
07:31:00,7,31
07:32:00,7,32
07:33:00,7,33
07:34:00,7,34
07:35:00,7,35
07:36:00,7,36
07:37:00,7,37
07:38:00,7,38
07:39:00,7,39
07:40:00,7,40
07:41:00,7,41
07:42:00,7,42
07:43:00,7,43
07:44:00,7,44
07:45:00,7,45
07:46:00,7,46
07:47:00,7,47
07:48:00,7,48
07:49:00,7,49
07:50:00,7,50
07:51:00,7,51
07:52:00,7,52
07:53:00,7,53
07:54:00,7,54
07:55:00,7,55
07:56:00,7,56
07:57:00,7,57
07:58:00,7,58
07:59:00,7,59
08:00:00,8,0
08:01:00,8,1
08:02:00,8,2
08:03:00,8,3
08:04:00,8,4
08:05:00,8,5
08:06:00,8,6
08:07:00,8,7
08:08:00,8,8
08:09:00,8,9
08:10:00,8,10
08:11:00,8,11
08:12:00,8,12
08:13:00,8,13
08:14:00,8,14
08:15:00,8,15
08:16:00,8,16
08:17:00,8,17
08:18:00,8,18
08:19:00,8,19
08:20:00,8,20
08:21:00,8,21
08:22:00,8,22
08:23:00,8,23
08:24:00,8,24
08:25:00,8,25
08:26:00,8,26
08:27:00,8,27
08:28:00,8,28
08:29:00,8,29
08:30:00,8,30
08:31:00,8,31
08:32:00,8,32
08:33:00,8,33
08:34:00,8,34
08:35:00,8,35
08:36:00,8,36
08:37:00,8,37
08:38:00,8,38
08:39:00,8,39
08:40:00,8,40
08:41:00,8,41
08:42:00,8,42
08:43:00,8,43
08:44:00,8,44
08:45:00,8,45
08:46:00,8,46
08:47:00,8,47
08:48:00,8,48
08:49:00,8,49
08:50:00,8,50
08:51:00,8,51
08:52:00,8,52
08:53:00,8,53
08:54:00,8,54
08:55:00,8,55
08:56:00,8,56
08:57:00,8,57
08:58:00,8,58
08:59:00,8,59
09:00:00,9,0
09:01:00,9,1
09:02:00,9,2
09:03:00,9,3
09:04:00,9,4
09:05:00,9,5
09:06:00,9,6
09:07:00,9,7
09:08:00,9,8
09:09:00,9,9
09:10:00,9,10
09:11:00,9,11
09:12:00,9,12
09:13:00,9,13
09:14:00,9,14
09:15:00,9,15
09:16:00,9,16
09:17:00,9,17
09:18:00,9,18
09:19:00,9,19
09:20:00,9,20
09:21:00,9,21
09:22:00,9,22
09:23:00,9,23
09:24:00,9,24
09:25:00,9,25
09:26:00,9,26
09:27:00,9,27
09:28:00,9,28
09:29:00,9,29
09:30:00,9,30
09:31:00,9,31
09:32:00,9,32
09:33:00,9,33
09:34:00,9,34
09:35:00,9,35
09:36:00,9,36
09:37:00,9,37
09:38:00,9,38
09:39:00,9,39
09:40:00,9,40
09:41:00,9,41
09:42:00,9,42
09:43:00,9,43
09:44:00,9,44
09:45:00,9,45
09:46:00,9,46
09:47:00,9,47
09:48:00,9,48
09:49:00,9,49
09:50:00,9,50
09:51:00,9,51
09:52:00,9,52
09:53:00,9,53
09:54:00,9,54
09:55:00,9,55
09:56:00,9,56
09:57:00,9,57
09:58:00,9,58
09:59:00,9,59
10:00:00,10,0
10:01:00,10,1
10:02:00,10,2
10:03:00,10,3
10:04:00,10,4
10:05:00,10,5
10:06:00,10,6
10:07:00,10,7
10:08:00,10,8
10:09:00,10,9
10:10:00,10,10
10:11:00,10,11
10:12:00,10,12
10:13:00,10,13
10:14:00,10,14
10:15:00,10,15
10:16:00,10,16
10:17:00,10,17
10:18:00,10,18
10:19:00,10,19
10:20:00,10,20
10:21:00,10,21
10:22:00,10,22
10:23:00,10,23
10:24:00,10,24
10:25:00,10,25
10:26:00,10,26
10:27:00,10,27
10:28:00,10,28
10:29:00,10,29
10:30:00,10,30
10:31:00,10,31
10:32:00,10,32
10:33:00,10,33
10:34:00,10,34
10:35:00,10,35
10:36:00,10,36
10:37:00,10,37
10:38:00,10,38
10:39:00,10,39
10:40:00,10,40
10:41:00,10,41
10:42:00,10,42
10:43:00,10,43
10:44:00,10,44
10:45:00,10,45
10:46:00,10,46
10:47:00,10,47
10:48:00,10,48
10:49:00,10,49
10:50:00,10,50
10:51:00,10,51
10:52:00,10,52
10:53:00,10,53
10:54:00,10,54
10:55:00,10,55
10:56:00,10,56
10:57:00,10,57
10:58:00,10,58
10:59:00,10,59
11:00:00,11,0
11:01:00,11,1
11:02:00,11,2
11:03:00,11,3
11:04:00,11,4
11:05:00,11,5
11:06:00,11,6
11:07:00,11,7
11:08:00,11,8
11:09:00,11,9
11:10:00,11,10
11:11:00,11,11
11:12:00,11,12
11:13:00,11,13
11:14:00,11,14
11:15:00,11,15
11:16:00,11,16
11:17:00,11,17
11:18:00,11,18
11:19:00,11,19
11:20:00,11,20
11:21:00,11,21
11:22:00,11,22
11:23:00,11,23
11:24:00,11,24
11:25:00,11,25
11:26:00,11,26
11:27:00,11,27
11:28:00,11,28
11:29:00,11,29
11:30:00,11,30
11:31:00,11,31
11:32:00,11,32
11:33:00,11,33
11:34:00,11,34
11:35:00,11,35
11:36:00,11,36
11:37:00,11,37
11:38:00,11,38
11:39:00,11,39
11:40:00,11,40
11:41:00,11,41
11:42:00,11,42
11:43:00,11,43
11:44:00,11,44
11:45:00,11,45
11:46:00,11,46
11:47:00,11,47
11:48:00,11,48
11:49:00,11,49
11:50:00,11,50
11:51:00,11,51
11:52:00,11,52
11:53:00,11,53
11:54:00,11,54
11:55:00,11,55
11:56:00,11,56
11:57:00,11,57
11:58:00,11,58
11:59:00,11,59
12:00:00,12,0
12:01:00,12,1
12:02:00,12,2
12:03:00,12,3
12:04:00,12,4
12:05:00,12,5
12:06:00,12,6
12:07:00,12,7
12:08:00,12,8
12:09:00,12,9
12:10:00,12,10
12:11:00,12,11
12:12:00,12,12
12:13:00,12,13
12:14:00,12,14
12:15:00,12,15
12:16:00,12,16
12:17:00,12,17
12:18:00,12,18
12:19:00,12,19
12:20:00,12,20
12:21:00,12,21
12:22:00,12,22
12:23:00,12,23
12:24:00,12,24
12:25:00,12,25
12:26:00,12,26
12:27:00,12,27
12:28:00,12,28
12:29:00,12,29
12:30:00,12,30
12:31:00,12,31
12:32:00,12,32
12:33:00,12,33
12:34:00,12,34
12:35:00,12,35
12:36:00,12,36
12:37:00,12,37
12:38:00,12,38
12:39:00,12,39
12:40:00,12,40
12:41:00,12,41
12:42:00,12,42
12:43:00,12,43
12:44:00,12,44
12:45:00,12,45
12:46:00,12,46
12:47:00,12,47
12:48:00,12,48
12:49:00,12,49
12:50:00,12,50
12:51:00,12,51
12:52:00,12,52
12:53:00,12,53
12:54:00,12,54
12:55:00,12,55
12:56:00,12,56
12:57:00,12,57
12:58:00,12,58
12:59:00,12,59
13:00:00,13,0
13:01:00,13,1
13:02:00,13,2
13:03:00,13,3
13:04:00,13,4
13:05:00,13,5
13:06:00,13,6
13:07:00,13,7
13:08:00,13,8
13:09:00,13,9
13:10:00,13,10
13:11:00,13,11
13:12:00,13,12
13:13:00,13,13
13:14:00,13,14
13:15:00,13,15
13:16:00,13,16
13:17:00,13,17
13:18:00,13,18
13:19:00,13,19
13:20:00,13,20
13:21:00,13,21
13:22:00,13,22
13:23:00,13,23
13:24:00,13,24
13:25:00,13,25
13:26:00,13,26
13:27:00,13,27
13:28:00,13,28
13:29:00,13,29
13:30:00,13,30
13:31:00,13,31
13:32:00,13,32
13:33:00,13,33
13:34:00,13,34
13:35:00,13,35
13:36:00,13,36
13:37:00,13,37
13:38:00,13,38
13:39:00,13,39
13:40:00,13,40
13:41:00,13,41
13:42:00,13,42
13:43:00,13,43
13:44:00,13,44
13:45:00,13,45
13:46:00,13,46
13:47:00,13,47
13:48:00,13,48
13:49:00,13,49
13:50:00,13,50
13:51:00,13,51
13:52:00,13,52
13:53:00,13,53
13:54:00,13,54
13:55:00,13,55
13:56:00,13,56
13:57:00,13,57
13:58:00,13,58
13:59:00,13,59
14:00:00,14,0
14:01:00,14,1
14:02:00,14,2
14:03:00,14,3
14:04:00,14,4
14:05:00,14,5
14:06:00,14,6
14:07:00,14,7
14:08:00,14,8
14:09:00,14,9
14:10:00,14,10
14:11:00,14,11
14:12:00,14,12
14:13:00,14,13
14:14:00,14,14
14:15:00,14,15
14:16:00,14,16
14:17:00,14,17
14:18:00,14,18
14:19:00,14,19
14:20:00,14,20
14:21:00,14,21
14:22:00,14,22
14:23:00,14,23
14:24:00,14,24
14:25:00,14,25
14:26:00,14,26
14:27:00,14,27
14:28:00,14,28
14:29:00,14,29
14:30:00,14,30
14:31:00,14,31
14:32:00,14,32
14:33:00,14,33
14:34:00,14,34
14:35:00,14,35
14:36:00,14,36
14:37:00,14,37
14:38:00,14,38
14:39:00,14,39
14:40:00,14,40
14:41:00,14,41
14:42:00,14,42
14:43:00,14,43
14:44:00,14,44
14:45:00,14,45
14:46:00,14,46
14:47:00,14,47
14:48:00,14,48
14:49:00,14,49
14:50:00,14,50
14:51:00,14,51
14:52:00,14,52
14:53:00,14,53
14:54:00,14,54
14:55:00,14,55
14:56:00,14,56
14:57:00,14,57
14:58:00,14,58
14:59:00,14,59
15:00:00,15,0
15:01:00,15,1
15:02:00,15,2
15:03:00,15,3
15:04:00,15,4
15:05:00,15,5
15:06:00,15,6
15:07:00,15,7
15:08:00,15,8
15:09:00,15,9
15:10:00,15,10
15:11:00,15,11
15:12:00,15,12
15:13:00,15,13
15:14:00,15,14
15:15:00,15,15
15:16:00,15,16
15:17:00,15,17
15:18:00,15,18
15:19:00,15,19
15:20:00,15,20
15:21:00,15,21
15:22:00,15,22
15:23:00,15,23
15:24:00,15,24
15:25:00,15,25
15:26:00,15,26
15:27:00,15,27
15:28:00,15,28
15:29:00,15,29
15:30:00,15,30
15:31:00,15,31
15:32:00,15,32
15:33:00,15,33
15:34:00,15,34
15:35:00,15,35
15:36:00,15,36
15:37:00,15,37
15:38:00,15,38
15:39:00,15,39
15:40:00,15,40
15:41:00,15,41
15:42:00,15,42
15:43:00,15,43
15:44:00,15,44
15:45:00,15,45
15:46:00,15,46
15:47:00,15,47
15:48:00,15,48
15:49:00,15,49
15:50:00,15,50
15:51:00,15,51
15:52:00,15,52
15:53:00,15,53
15:54:00,15,54
15:55:00,15,55
15:56:00,15,56
15:57:00,15,57
15:58:00,15,58
15:59:00,15,59
16:00:00,16,0
16:01:00,16,1
16:02:00,16,2
16:03:00,16,3
16:04:00,16,4
16:05:00,16,5
16:06:00,16,6
16:07:00,16,7
16:08:00,16,8
16:09:00,16,9
16:10:00,16,10
16:11:00,16,11
16:12:00,16,12
16:13:00,16,13
16:14:00,16,14
16:15:00,16,15
16:16:00,16,16
16:17:00,16,17
16:18:00,16,18
16:19:00,16,19
16:20:00,16,20
16:21:00,16,21
16:22:00,16,22
16:23:00,16,23
16:24:00,16,24
16:25:00,16,25
16:26:00,16,26
16:27:00,16,27
16:28:00,16,28
16:29:00,16,29
16:30:00,16,30
16:31:00,16,31
16:32:00,16,32
16:33:00,16,33
16:34:00,16,34
16:35:00,16,35
16:36:00,16,36
16:37:00,16,37
16:38:00,16,38
16:39:00,16,39
16:40:00,16,40
16:41:00,16,41
16:42:00,16,42
16:43:00,16,43
16:44:00,16,44
16:45:00,16,45
16:46:00,16,46
16:47:00,16,47
16:48:00,16,48
16:49:00,16,49
16:50:00,16,50
16:51:00,16,51
16:52:00,16,52
16:53:00,16,53
16:54:00,16,54
16:55:00,16,55
16:56:00,16,56
16:57:00,16,57
16:58:00,16,58
16:59:00,16,59
17:00:00,17,0
17:01:00,17,1
17:02:00,17,2
17:03:00,17,3
17:04:00,17,4
17:05:00,17,5
17:06:00,17,6
17:07:00,17,7
17:08:00,17,8
17:09:00,17,9
17:10:00,17,10
17:11:00,17,11
17:12:00,17,12
17:13:00,17,13
17:14:00,17,14
17:15:00,17,15
17:16:00,17,16
17:17:00,17,17
17:18:00,17,18
17:19:00,17,19
17:20:00,17,20
17:21:00,17,21
17:22:00,17,22
17:23:00,17,23
17:24:00,17,24
17:25:00,17,25
17:26:00,17,26
17:27:00,17,27
17:28:00,17,28
17:29:00,17,29
17:30:00,17,30
17:31:00,17,31
17:32:00,17,32
17:33:00,17,33
17:34:00,17,34
17:35:00,17,35
17:36:00,17,36
17:37:00,17,37
17:38:00,17,38
17:39:00,17,39
17:40:00,17,40
17:41:00,17,41
17:42:00,17,42
17:43:00,17,43
17:44:00,17,44
17:45:00,17,45
17:46:00,17,46
17:47:00,17,47
17:48:00,17,48
17:49:00,17,49
17:50:00,17,50
17:51:00,17,51
17:52:00,17,52
17:53:00,17,53
17:54:00,17,54
17:55:00,17,55
17:56:00,17,56
17:57:00,17,57
17:58:00,17,58
17:59:00,17,59
18:00:00,18,0
18:01:00,18,1
18:02:00,18,2
18:03:00,18,3
18:04:00,18,4
18:05:00,18,5
18:06:00,18,6
18:07:00,18,7
18:08:00,18,8
18:09:00,18,9
18:10:00,18,10
18:11:00,18,11
18:12:00,18,12
18:13:00,18,13
18:14:00,18,14
18:15:00,18,15
18:16:00,18,16
18:17:00,18,17
18:18:00,18,18
18:19:00,18,19
18:20:00,18,20
18:21:00,18,21
18:22:00,18,22
18:23:00,18,23
18:24:00,18,24
18:25:00,18,25
18:26:00,18,26
18:27:00,18,27
18:28:00,18,28
18:29:00,18,29
18:30:00,18,30
18:31:00,18,31
18:32:00,18,32
18:33:00,18,33
18:34:00,18,34
18:35:00,18,35
18:36:00,18,36
18:37:00,18,37
18:38:00,18,38
18:39:00,18,39
18:40:00,18,40
18:41:00,18,41
18:42:00,18,42
18:43:00,18,43
18:44:00,18,44
18:45:00,18,45
18:46:00,18,46
18:47:00,18,47
18:48:00,18,48
18:49:00,18,49
18:50:00,18,50
18:51:00,18,51
18:52:00,18,52
18:53:00,18,53
18:54:00,18,54
18:55:00,18,55
18:56:00,18,56
18:57:00,18,57
18:58:00,18,58
18:59:00,18,59
19:00:00,19,0
19:01:00,19,1
19:02:00,19,2
19:03:00,19,3
19:04:00,19,4
19:05:00,19,5
19:06:00,19,6
19:07:00,19,7
19:08:00,19,8
19:09:00,19,9
19:10:00,19,10
19:11:00,19,11
19:12:00,19,12
19:13:00,19,13
19:14:00,19,14
19:15:00,19,15
19:16:00,19,16
19:17:00,19,17
19:18:00,19,18
19:19:00,19,19
19:20:00,19,20
19:21:00,19,21
19:22:00,19,22
19:23:00,19,23
19:24:00,19,24
19:25:00,19,25
19:26:00,19,26
19:27:00,19,27
19:28:00,19,28
19:29:00,19,29
19:30:00,19,30
19:31:00,19,31
19:32:00,19,32
19:33:00,19,33
19:34:00,19,34
19:35:00,19,35
19:36:00,19,36
19:37:00,19,37
19:38:00,19,38
19:39:00,19,39
19:40:00,19,40
19:41:00,19,41
19:42:00,19,42
19:43:00,19,43
19:44:00,19,44
19:45:00,19,45
19:46:00,19,46
19:47:00,19,47
19:48:00,19,48
19:49:00,19,49
19:50:00,19,50
19:51:00,19,51
19:52:00,19,52
19:53:00,19,53
19:54:00,19,54
19:55:00,19,55
19:56:00,19,56
19:57:00,19,57
19:58:00,19,58
19:59:00,19,59
20:00:00,20,0
20:01:00,20,1
20:02:00,20,2
20:03:00,20,3
20:04:00,20,4
20:05:00,20,5
20:06:00,20,6
20:07:00,20,7
20:08:00,20,8
20:09:00,20,9
20:10:00,20,10
20:11:00,20,11
20:12:00,20,12
20:13:00,20,13
20:14:00,20,14
20:15:00,20,15
20:16:00,20,16
20:17:00,20,17
20:18:00,20,18
20:19:00,20,19
20:20:00,20,20
20:21:00,20,21
20:22:00,20,22
20:23:00,20,23
20:24:00,20,24
20:25:00,20,25
20:26:00,20,26
20:27:00,20,27
20:28:00,20,28
20:29:00,20,29
20:30:00,20,30
20:31:00,20,31
20:32:00,20,32
20:33:00,20,33
20:34:00,20,34
20:35:00,20,35
20:36:00,20,36
20:37:00,20,37
20:38:00,20,38
20:39:00,20,39
20:40:00,20,40
20:41:00,20,41
20:42:00,20,42
20:43:00,20,43
20:44:00,20,44
20:45:00,20,45
20:46:00,20,46
20:47:00,20,47
20:48:00,20,48
20:49:00,20,49
20:50:00,20,50
20:51:00,20,51
20:52:00,20,52
20:53:00,20,53
20:54:00,20,54
20:55:00,20,55
20:56:00,20,56
20:57:00,20,57
20:58:00,20,58
20:59:00,20,59
21:00:00,21,0
21:01:00,21,1
21:02:00,21,2
21:03:00,21,3
21:04:00,21,4
21:05:00,21,5
21:06:00,21,6
21:07:00,21,7
21:08:00,21,8
21:09:00,21,9
21:10:00,21,10
21:11:00,21,11
21:12:00,21,12
21:13:00,21,13
21:14:00,21,14
21:15:00,21,15
21:16:00,21,16
21:17:00,21,17
21:18:00,21,18
21:19:00,21,19
21:20:00,21,20
21:21:00,21,21
21:22:00,21,22
21:23:00,21,23
21:24:00,21,24
21:25:00,21,25
21:26:00,21,26
21:27:00,21,27
21:28:00,21,28
21:29:00,21,29
21:30:00,21,30
21:31:00,21,31
21:32:00,21,32
21:33:00,21,33
21:34:00,21,34
21:35:00,21,35
21:36:00,21,36
21:37:00,21,37
21:38:00,21,38
21:39:00,21,39
21:40:00,21,40
21:41:00,21,41
21:42:00,21,42
21:43:00,21,43
21:44:00,21,44
21:45:00,21,45
21:46:00,21,46
21:47:00,21,47
21:48:00,21,48
21:49:00,21,49
21:50:00,21,50
21:51:00,21,51
21:52:00,21,52
21:53:00,21,53
21:54:00,21,54
21:55:00,21,55
21:56:00,21,56
21:57:00,21,57
21:58:00,21,58
21:59:00,21,59
22:00:00,22,0
22:01:00,22,1
22:02:00,22,2
22:03:00,22,3
22:04:00,22,4
22:05:00,22,5
22:06:00,22,6
22:07:00,22,7
22:08:00,22,8
22:09:00,22,9
22:10:00,22,10
22:11:00,22,11
22:12:00,22,12
22:13:00,22,13
22:14:00,22,14
22:15:00,22,15
22:16:00,22,16
22:17:00,22,17
22:18:00,22,18
22:19:00,22,19
22:20:00,22,20
22:21:00,22,21
22:22:00,22,22
22:23:00,22,23
22:24:00,22,24
22:25:00,22,25
22:26:00,22,26
22:27:00,22,27
22:28:00,22,28
22:29:00,22,29
22:30:00,22,30
22:31:00,22,31
22:32:00,22,32
22:33:00,22,33
22:34:00,22,34
22:35:00,22,35
22:36:00,22,36
22:37:00,22,37
22:38:00,22,38
22:39:00,22,39
22:40:00,22,40
22:41:00,22,41
22:42:00,22,42
22:43:00,22,43
22:44:00,22,44
22:45:00,22,45
22:46:00,22,46
22:47:00,22,47
22:48:00,22,48
22:49:00,22,49
22:50:00,22,50
22:51:00,22,51
22:52:00,22,52
22:53:00,22,53
22:54:00,22,54
22:55:00,22,55
22:56:00,22,56
22:57:00,22,57
22:58:00,22,58
22:59:00,22,59
23:00:00,23,0
23:01:00,23,1
23:02:00,23,2
23:03:00,23,3
23:04:00,23,4
23:05:00,23,5
23:06:00,23,6
23:07:00,23,7
23:08:00,23,8
23:09:00,23,9
23:10:00,23,10
23:11:00,23,11
23:12:00,23,12
23:13:00,23,13
23:14:00,23,14
23:15:00,23,15
23:16:00,23,16
